id_propiedad,ciudad,barrio,tipo_operacion,tipo_inmueble,precio,superficie_m2,habitaciones,baños,estado,año_construccion,planta,ascensor,terraza,piscina,garaje,trastero,distancia_centro_km,fecha_publicacion
4331,sevilla,nervión,Venta,piso,133810.0,47.5,3,1,buen estado,1973,sexto,1,0,0,0,0,4.62,2025-03-15
4332,sevilla,santa cruz,Venta,estudio,,,1,1,buen estado,2008,cuarto,1,0,1,0,1,6.66,2024-12-25
4333,sevilla,macarena,Alquiler,piso,300066.0,78.0,2,2,reformado,1981,quinto,0,1,0,0,0,1.64,2024-10-11
4334,sevilla,santa cruz,Venta,piso,312332.0,94.5,2,1,obra nueva,2020,segundo,1,1,0,1,1,3.78,2024-12-02
4335,sevilla,los remedios,Venta,dúplex,306166.0,87.8,5,2,buen estado,1988,séptimo,1,1,0,0,0,,2024-11-10
4336,sevilla,los remedios,Venta,piso,219460.0,87.9,2,1,buen estado,1996,sexto,1,1,0,0,0,3.96,2025-03-11
4337,sevilla,triana,Venta,piso,357871.0,91.2,4,1,buen estado,1980,noveno,1,1,0,0,0,,2024-10-16
4338,sevilla,macarena,Venta,piso,339369.0,94.3,7,2,obra nueva,2018,segundo,1,1,0,1,0,5.54,2024-12-19
4339,sevilla,nervión,Venta,piso,359369.0,95.4,5,1,a reformar,1988,tercero,0,0,0,0,0,3.46,2024-12-04
4340,sevilla,nervión,Venta,piso,237750.0,101.1,5,1,buen estado,2006,quinto,1,0,0,0,0,5.1,2024-11-24
4341,sevilla,nervión,Alquiler,piso,341402.0,100.4,3,1,buen estado,1983,segundo,1,0,1,0,0,2.69,2025-02-20
4342,sevilla,macarena,Venta,piso,360395.0,100.3,2,1,reformado,1976,segundo,0,1,0,1,0,,2025-03-12
4343,sevilla,macarena,Venta,ático,272755.0,88.7,3,1,buen estado,1991,noveno,0,0,1,0,0,4.81,2024-11-01
4344,sevilla,macarena,Venta,piso,437931.0,101.0,1,1,a reformar,2009,noveno,0,0,,0,0,4.17,2024-11-13
4345,sevilla,nervión,Venta,piso,210992.0,68.1,5,2,buen estado,1989,segundo,0,1,0,0,0,3.18,2024-11-08
4346,sevilla,los remedios,Venta,piso,,,3,1,reformado,1991,sexto,1,0,0,0,1,5.25,2025-03-12
4347,sevilla,nervión,Venta,chalet,270666.0,89.7,4,1,buen estado,2016,tercero,1,0,0,0,0,7.08,2024-11-10
4348,sevilla,los remedios,Alquiler,chalet,238427.0,90.1,4,1,buen estado,2007,tercero,0,0,0,1,0,2.85,
4349,sevilla,nervión,Venta,piso,,63.3,2,1,obra nueva,2020,bajo,1,1,1,1,1,4.92,2024-11-25
4350,sevilla,nervión,Venta,piso,267302.0,70.8,2,1,buen estado,1979,primero,1,0,0,0,0,3.82,2025-03-05
4351,sevilla,nervión,Venta,piso,175651.0,68.1,4,1,buen estado,1995,séptimo,0,1,0,0,1,5.51,2025-03-12
4352,sevilla,macarena,Venta,piso,273094.0,90.5,3,1,buen estado,1968,bajo,1,1,0,1,1,5.63,2024-11-25
4353,sevilla,santa cruz,Venta,piso,,82.9,6,2,buen estado,1990,segundo,1,0,0,1,0,,2025-01-04
4354,sevilla,macarena,Alquiler,estudio,288279.0,90.4,1,1,obra nueva,2018,octavo,1,1,0,1,1,6.35,2025-01-11
4355,sevilla,los remedios,Alquiler,piso,873513.0,197.6088184240189,1,,obra nueva,2022,noveno,1,1,0,0,1,6.87,2024-11-14
4356,sevilla,nervión,Venta,dúplex,252294.0,61.9,2,1,buen estado,1960,tercero,1,1,0,1,0,5.23,2024-11-12
4357,sevilla,nervión,Venta,piso,338190.0,100.7,2,1,buen estado,1973,séptimo,1,0,0,0,1,5.21,2025-02-22
4358,sevilla,triana,Venta,piso,135573.0,42.1,2,1,buen estado,1980,cuarto,1,0,0,1,1,4.16,2024-12-10
4359,sevilla,macarena,Venta,estudio,148295.0,48.8,1,1,buen estado,1978,quinto,0,1,0,1,,5.4,2024-11-28
4360,sevilla,santa cruz,Venta,piso,220683.0,73.2,4,1,buen estado,1996,séptimo,1,0,0,,1,3.77,2025-02-13
4361,sevilla,macarena,Alquiler,estudio,314176.0,105.7,1,1,buen estado,2001,quinto,1,1,0,,0,3.69,2024-11-23
4362,sevilla,macarena,Venta,dúplex,352634.0,91.4,3,1,buen estado,1991,bajo,,0,1,0,1,6.76,2025-03-05
4363,sevilla,nervión,Venta,dúplex,301697.0,96.3,2,1,buen estado,1967,séptimo,1,0,0,0,1,4.15,2025-02-26
4364,sevilla,triana,Venta,piso,228459.0,81.0,2,1,obra nueva,2018,segundo,,1,1,0,0,5.7,2024-11-11
4365,sevilla,nervión,Venta,piso,222970.0,71.6,2,1,buen estado,1988,octavo,1,0,,0,1,3.73,
4366,sevilla,macarena,Venta,estudio,203407.0,83.6,1,1,buen estado,1987,sexto,1,1,0,,0,5.47,2024-11-30
4367,sevilla,los remedios,Venta,piso,105947.0,32.1,3,2,buen estado,1982,primero,0,0,0,0,1,5.41,2025-02-24
4368,sevilla,los remedios,Venta,piso,223396.0,79.9,4,2,buen estado,1997,ático,1,1,0,0,1,6.95,2025-02-18
4369,sevilla,los remedios,Venta,piso,,106.4,1,1,buen estado,1972,séptimo,1,0,0,0,0,5.44,2024-10-30
4370,sevilla,triana,Venta,piso,160406.0,71.8,4,1,buen estado,1981,bajo,1,1,0,1,0,4.73,2024-10-19
4371,sevilla,triana,Alquiler,piso,211286.0,70.5,1,1,obra nueva,2019,noveno,1,,0,0,1,6.2,2025-02-23
4372,sevilla,santa cruz,Alquiler,piso,182333.0,46.6,2,1,buen estado,1974,primero,0,1,0,0,0,3.23,2024-12-01
4373,sevilla,nervión,Venta,piso,164973.0,56.1,2,1,buen estado,1993,octavo,1,0,0,1,1,5.54,2025-01-14
4374,sevilla,macarena,Venta,piso,242697.0,86.5,1,1,buen estado,1964,octavo,0,0,0,0,1,4.33,2024-12-14
4375,sevilla,triana,Venta,piso,214526.0,62.1,3,2,obra nueva,2021,sexto,1,1,0,0,1,7.95,2025-01-04
4376,sevilla,santa cruz,Venta,chalet,313946.0,88.0,,1,reformado,1967,octavo,1,,1,0,0,6.13,2024-11-13
4377,sevilla,triana,Venta,dúplex,279351.0,90.6,6,2,buen estado,1986,bajo,0,1,1,1,1,5.39,2025-01-16
4378,sevilla,los remedios,Venta,piso,,,4,1,buen estado,1976,sexto,1,0,0,0,0,5.47,2025-01-30
4379,sevilla,nervión,Alquiler,piso,160374.0,57.8,3,1,obra nueva,2021,segundo,1,0,0,0,0,5.15,2024-12-19
4380,sevilla,los remedios,Alquiler,piso,277518.0,83.0,4,1,obra nueva,2019,séptimo,1,1,0,1,0,5.75,2025-01-10
4381,sevilla,macarena,Venta,dúplex,,64.3,2,1,buen estado,1997,sexto,1,0,0,1,0,6.01,2024-12-14
4382,sevilla,santa cruz,Venta,piso,,87.7,2,1,buen estado,1978,segundo,1,1,1,1,0,7.47,2024-12-19
4383,sevilla,santa cruz,Venta,piso,136552.0,67.4,5,2,buen estado,1989,cuarto,1,0,0,0,0,7.36,2025-01-21
4384,sevilla,nervión,Venta,chalet,218934.0,76.5,4,1,buen estado,2020,noveno,1,1,0,,1,5.09,2025-01-24
4385,sevilla,los remedios,Venta,ático,298913.0,90.0,,2,reformado,1982,segundo,1,1,,,0,4.29,2025-03-30
4386,sevilla,triana,Alquiler,dúplex,319953.0,90.1,2,1,obra nueva,2021,séptimo,0,0,0,0,1,4.75,2024-11-23
4387,sevilla,santa cruz,Alquiler,estudio,107014.0,37.4,1,1,obra nueva,2022,séptimo,,1,0,0,1,1.79,2025-03-07
4388,sevilla,nervión,Venta,ático,,87.5,2,1,reformado,1975,primero,1,1,0,0,0,2.1,2024-11-11
4389,sevilla,santa cruz,Venta,piso,282060.0,91.7,1,1,obra nueva,2020,bajo,0,1,0,0,0,6.62,2024-11-25
4390,sevilla,nervión,Alquiler,piso,204392.0,65.6,2,2,buen estado,1985,octavo,0,1,0,1,0,,2025-04-03
4391,sevilla,triana,Venta,piso,130612.0,38.8,3,1,buen estado,2020,noveno,0,1,0,1,0,3.45,2025-02-04
4392,sevilla,nervión,Venta,ático,225671.0,64.4,7,1,buen estado,1972,ático,1,1,0,0,,5.87,2024-10-22
4393,sevilla,macarena,Venta,piso,141563.0,68.1,5,2,buen estado,1955,segundo,1,0,0,0,0,5.9,2024-11-01
4394,sevilla,los remedios,Venta,estudio,284679.0,104.6,1,1,reformado,1994,segundo,1,0,1,1,0,4.77,2024-12-10
4395,sevilla,nervión,Venta,estudio,233600.0,66.3,1,1,buen estado,1995,bajo,0,1,0,0,,4.58,2025-03-03
4396,sevilla,los remedios,Venta,estudio,236806.0,71.9,1,1,buen estado,1981,sexto,0,1,0,0,,3.54,2025-01-30
4397,sevilla,triana,Venta,piso,199406.0,82.7,3,2,buen estado,1960,segundo,1,0,1,0,1,5.72,2025-02-19
4398,sevilla,macarena,Venta,piso,181600.0,57.2,1,1,a reformar,1986,segundo,1,0,0,0,0,4.28,2024-10-15
4399,sevilla,triana,Alquiler,estudio,224617.0,70.7,1,,buen estado,1994,octavo,1,0,1,0,0,6.15,2024-12-16
4400,sevilla,nervión,Venta,piso,301520.0,95.2,1,1,a reformar,1997,octavo,1,0,0,1,1,3.73,2024-11-30
4401,sevilla,nervión,Alquiler,piso,,,3,1,obra nueva,2023,noveno,1,1,0,1,1,3.86,2025-01-14
4402,sevilla,triana,Alquiler,piso,173157.0,81.7,3,1,reformado,1999,octavo,1,0,0,1,0,4.4,2025-03-12
4403,sevilla,macarena,Venta,estudio,,71.5,1,1,buen estado,1993,tercero,1,1,0,0,0,0.55,2025-01-14
4404,sevilla,triana,Alquiler,estudio,174580.0,67.4,1,1,buen estado,1985,cuarto,1,0,0,0,0,7.51,2025-01-28
4405,sevilla,santa cruz,Venta,piso,359072.0,84.2,3,1,buen estado,2008,sexto,1,0,0,1,0,5.77,2024-12-19
4406,sevilla,santa cruz,Alquiler,piso,,85.9,4,4,reformado,1964,segundo,0,,0,1,0,6.96,2024-12-14
4407,sevilla,santa cruz,Venta,ático,171045.0,63.0,1,1,reformado,1994,tercero,1,0,0,0,1,5.54,2025-01-12
4408,sevilla,triana,Alquiler,chalet,161502.0,70.8,7,2,reformado,1985,primero,1,1,0,1,0,6.3,2024-11-05
4409,sevilla,los remedios,Venta,piso,321859.0,97.2,1,1,buen estado,1976,octavo,1,0,0,0,1,5.03,2025-04-03
4410,sevilla,triana,Venta,piso,201379.0,64.6,2,1,a reformar,2000,octavo,1,,0,0,1,3.89,2025-03-05
4411,sevilla,triana,Venta,estudio,183065.0,50.4,1,1,buen estado,1985,bajo,0,1,0,1,1,4.59,2024-12-17
4412,sevilla,nervión,Venta,piso,197680.0,61.8,3,1,reformado,2004,quinto,1,0,1,0,0,5.34,2024-10-28
4413,sevilla,nervión,Alquiler,piso,,77.5,4,2,buen estado,1967,primero,1,0,1,0,0,7.25,
4414,sevilla,santa cruz,Venta,piso,,81.6,2,2,buen estado,1986,quinto,0,,0,0,1,5.86,2025-02-15
4415,sevilla,triana,Venta,estudio,318401.0,81.9,1,1,buen estado,2004,sexto,1,1,0,,0,3.79,2025-02-18
4416,sevilla,los remedios,Venta,piso,150025.0,48.8,6,1,buen estado,1958,séptimo,0,0,0,0,0,5.78,2025-02-26
4417,sevilla,los remedios,Venta,chalet,285832.0,96.1,3,1,buen estado,1998,segundo,0,,0,1,1,4.73,2025-02-04
4418,sevilla,triana,Venta,estudio,339992.0,114.8,1,1,buen estado,1994,ático,1,0,0,1,0,7.37,2025-04-07
4419,sevilla,nervión,Venta,piso,335064.0,106.9,2,1,buen estado,1984,quinto,0,1,1,0,0,2.95,
4420,sevilla,macarena,Venta,dúplex,305863.0,106.4,6,1,a reformar,1987,primero,1,0,0,,0,6.6,2024-10-30
4421,sevilla,santa cruz,Venta,dúplex,240151.0,88.1,3,2,buen estado,2002,quinto,1,0,0,0,0,5.31,2025-03-06
4422,sevilla,santa cruz,Venta,piso,194636.0,61.3,2,1,buen estado,1981,séptimo,,0,1,0,1,5.42,2024-10-19
4423,sevilla,los remedios,Alquiler,piso,,,3,3,a reformar,1967,tercero,1,0,0,0,0,3.58,2025-01-12
4424,sevilla,nervión,Venta,estudio,247461.0,72.3,1,1,buen estado,1987,quinto,1,0,0,1,0,6.72,2025-01-25
4425,sevilla,los remedios,Venta,piso,247115.0,70.9,1,1,buen estado,1996,quinto,1,1,1,0,,3.22,2024-12-09
4426,sevilla,nervión,Venta,piso,273704.0,91.2,2,1,obra nueva,2019,cuarto,1,1,0,,0,7.89,2024-11-18
4427,sevilla,macarena,Venta,piso,,95.0,3,1,buen estado,1998,séptimo,0,0,0,0,1,5.16,2025-01-02
4428,sevilla,santa cruz,Venta,estudio,315835.0,93.5,1,1,buen estado,1995,cuarto,0,1,1,1,0,4.88,2025-01-25
4429,sevilla,macarena,Venta,estudio,,46.5,1,1,buen estado,1960,tercero,0,,0,,1,1.94,2024-10-10
4430,sevilla,nervión,Alquiler,piso,355800.0,115.8,4,2,buen estado,1989,séptimo,0,0,,0,0,0.5,2024-11-23
4431,sevilla,macarena,Alquiler,piso,,,2,1,buen estado,2006,ático,0,0,0,0,0,6.78,2024-12-04
4432,sevilla,los remedios,Venta,estudio,316541.0,96.5,,1,obra nueva,2023,bajo,1,,1,1,0,3.94,2024-11-20
4433,sevilla,los remedios,Venta,piso,286102.0,86.7,4,1,reformado,1980,sexto,1,0,1,1,0,6.84,2024-11-05
4434,sevilla,nervión,Venta,piso,198993.0,63.6,1,1,obra nueva,2018,octavo,1,1,0,1,1,5.63,2025-03-02
4435,sevilla,macarena,Venta,estudio,237453.0,73.5,1,1,buen estado,1983,séptimo,1,0,0,0,0,5.2,2024-12-05
4436,sevilla,santa cruz,Alquiler,dúplex,362725.0,86.6,2,1,a reformar,1994,séptimo,1,0,0,0,1,7.31,2025-02-06
4437,sevilla,macarena,Alquiler,chalet,298426.0,91.7,4,1,buen estado,2002,octavo,1,0,0,1,1,4.03,2024-12-22
4438,sevilla,nervión,Venta,estudio,202040.0,77.1,1,1,buen estado,2001,octavo,1,0,0,0,0,7.48,2025-01-16
4439,sevilla,nervión,Venta,estudio,333710.0,102.7,1,,buen estado,1972,primero,1,1,0,0,0,0.5,2024-11-15
4440,sevilla,triana,Venta,piso,384124.0,135.9,2,1,reformado,1979,segundo,1,1,0,0,0,4.38,2024-11-27
4441,sevilla,los remedios,Venta,piso,162620.0,48.9,2,1,reformado,1963,bajo,1,0,0,0,0,5.29,2025-01-06
4442,sevilla,macarena,Alquiler,estudio,309968.0,98.2,1,1,buen estado,2006,séptimo,0,1,0,0,1,3.9,2024-11-02
4443,sevilla,santa cruz,Alquiler,dúplex,248624.0,86.5,6,1,reformado,1994,primero,1,0,0,1,1,4.67,
4444,sevilla,santa cruz,Venta,piso,207346.0,75.0,4,1,buen estado,1998,noveno,1,1,0,0,0,6.73,2025-01-28
4445,sevilla,los remedios,Alquiler,piso,207772.0,83.7,2,1,buen estado,1974,cuarto,0,0,0,0,0,6.12,2024-10-19
4446,sevilla,santa cruz,Venta,estudio,275642.0,93.1,1,1,buen estado,1984,tercero,,1,0,1,1,4.42,2024-11-27
4447,sevilla,los remedios,Alquiler,piso,134292.0,36.4,2,1,buen estado,2004,quinto,0,1,1,1,1,3.91,2024-11-16
4448,sevilla,nervión,Alquiler,dúplex,,,5,1,reformado,1998,ático,1,1,0,0,0,8.48,2025-01-14
4449,sevilla,los remedios,Venta,piso,329485.0,93.2,2,1,buen estado,1979,segundo,0,0,1,0,1,5.32,2024-11-10
4450,sevilla,triana,Venta,dúplex,214890.0,71.8,3,1,buen estado,2004,noveno,0,0,0,1,1,7.51,2025-04-07
4451,sevilla,triana,Venta,piso,232657.0,71.8,1,1,buen estado,1989,ático,1,1,0,0,,4.37,2024-12-10
4452,sevilla,macarena,Venta,piso,117295.0,60.1,3,3,buen estado,1983,ático,1,1,0,1,0,6.88,2025-03-08
4453,sevilla,triana,Venta,ático,246526.0,79.5,1,1,buen estado,1979,primero,0,0,0,1,1,6.58,2024-10-20
4454,sevilla,triana,Venta,dúplex,320129.0,96.5,2,1,buen estado,1982,bajo,0,1,0,1,0,6.15,2024-10-16
4455,sevilla,santa cruz,Venta,piso,,47.8,6,2,buen estado,1990,tercero,1,0,0,0,1,5.17,2025-03-29
4456,sevilla,los remedios,Alquiler,ático,357129.0,93.4,,1,buen estado,1986,octavo,1,1,0,1,0,2.59,2024-11-30
4457,sevilla,nervión,Venta,piso,200274.0,81.7,1,1,obra nueva,2020,séptimo,1,1,0,0,1,5.49,2024-10-31
4458,sevilla,santa cruz,Venta,piso,208790.0,66.5,4,1,buen estado,1965,noveno,0,1,0,0,0,5.75,
4459,sevilla,los remedios,Venta,chalet,416952.0,134.3,4,1,obra nueva,2021,ático,1,0,0,0,1,5.14,2025-01-16
4460,sevilla,los remedios,Venta,piso,264558.0,90.3,2,1,buen estado,1997,tercero,1,0,0,1,0,7.31,2024-11-01
4461,sevilla,macarena,Venta,dúplex,237311.0,77.3,2,1,buen estado,2012,quinto,1,1,1,0,0,5.8,2024-11-15
4462,sevilla,santa cruz,Venta,piso,253010.0,76.1,1,1,buen estado,2011,noveno,0,1,1,,0,5.88,2024-11-20
4463,sevilla,macarena,Venta,piso,384332.0,124.6,1,1,buen estado,2016,bajo,0,0,0,,1,4.03,2025-04-03
4464,sevilla,nervión,Venta,piso,166438.0,55.7,3,3,buen estado,1990,cuarto,0,0,0,1,,4.08,2025-03-28
4465,sevilla,macarena,Alquiler,piso,152975.0,53.2,2,1,buen estado,1949,octavo,1,1,0,1,,5.97,2025-01-03
4466,sevilla,los remedios,Venta,piso,335357.0,96.0,4,1,reformado,1984,sexto,1,0,0,1,0,4.89,2025-03-24
4467,sevilla,nervión,Alquiler,ático,215520.0,76.5,2,1,buen estado,1970,tercero,1,1,0,1,,4.65,2024-12-08
4468,sevilla,los remedios,Alquiler,dúplex,109606.0,30.0,,1,reformado,1978,sexto,0,0,1,1,0,4.9,2025-03-11
4469,sevilla,nervión,Alquiler,piso,235072.0,69.3,3,1,buen estado,1966,bajo,1,0,0,1,0,8.02,2025-03-08
4470,sevilla,triana,Venta,piso,287019.0,84.2,4,1,buen estado,1976,octavo,1,,0,1,0,7.73,2025-01-30
4471,sevilla,santa cruz,Venta,piso,296110.0,82.3,2,1,reformado,1988,octavo,0,0,0,0,0,,2024-10-20
4472,sevilla,nervión,Venta,chalet,249043.0,89.5,5,3,buen estado,1973,cuarto,0,1,0,0,,6.83,2024-10-25
4473,sevilla,los remedios,Venta,ático,,,2,1,obra nueva,2022,ático,0,1,1,0,1,5.29,2024-10-21
4474,sevilla,santa cruz,Alquiler,piso,234444.0,93.8,,1,buen estado,1970,tercero,1,0,0,0,1,,2025-03-20
4475,sevilla,macarena,Venta,piso,179077.0,59.1,3,1,obra nueva,2021,segundo,1,1,0,1,0,6.84,2025-02-22
4476,sevilla,triana,Venta,dúplex,356426.0,95.6,4,1,buen estado,2005,segundo,1,1,0,0,0,4.12,2025-03-30
4477,sevilla,macarena,Venta,piso,260046.0,91.2,3,1,a reformar,2015,noveno,1,0,0,0,,4.1,2024-12-25
4478,sevilla,macarena,Alquiler,chalet,,79.6,3,1,obra nueva,2018,quinto,1,0,1,0,0,5.89,2024-12-04
4479,sevilla,triana,Alquiler,ático,175637.0,68.7,2,1,buen estado,1988,quinto,1,0,0,1,0,6.7,2025-04-01
4480,sevilla,santa cruz,Alquiler,estudio,228479.0,75.9,1,1,obra nueva,2018,noveno,1,,,0,1,3.35,2025-01-27
4481,sevilla,macarena,Alquiler,estudio,268374.0,97.8,1,1,buen estado,1985,cuarto,1,0,1,0,0,4.41,2024-11-13
4482,sevilla,triana,Venta,chalet,150257.0,62.9,4,1,obra nueva,2019,ático,0,1,0,1,1,6.68,2025-01-25
4483,sevilla,santa cruz,Venta,chalet,272176.0,67.7,3,1,obra nueva,2020,ático,1,0,1,1,0,6.65,2024-10-16
4484,sevilla,triana,Venta,piso,343020.0,97.7,1,1,buen estado,1959,primero,1,0,0,0,0,4.14,2025-02-16
4485,sevilla,macarena,Venta,ático,,,5,2,buen estado,1978,octavo,1,1,0,1,0,5.95,2025-02-24
4486,sevilla,nervión,Venta,piso,296061.0,99.8,2,1,buen estado,1998,ático,0,0,0,0,1,5.38,2025-03-28
4487,sevilla,los remedios,Venta,estudio,247854.0,59.9,1,1,buen estado,1962,ático,1,1,0,0,0,3.73,2024-11-19
4488,sevilla,macarena,Alquiler,piso,169173.0,60.6,6,1,buen estado,1972,sexto,1,0,0,0,0,4.9,2025-01-27
4489,sevilla,macarena,Venta,dúplex,217581.0,75.6,,1,buen estado,1976,noveno,1,1,0,1,0,7.6,2025-04-06
4490,sevilla,nervión,Venta,piso,265131.0,88.5,1,1,reformado,1998,quinto,0,1,0,0,1,6.2,2024-11-21
4491,sevilla,nervión,Venta,estudio,276485.0,68.8,1,1,buen estado,1991,octavo,1,,0,1,1,5.94,2025-03-13
4492,sevilla,triana,Venta,piso,194488.0,70.1,1,1,buen estado,2014,quinto,0,0,0,0,0,3.56,
4493,sevilla,santa cruz,Venta,piso,,,3,1,buen estado,1985,séptimo,0,0,0,1,0,4.21,2025-02-05
4494,sevilla,nervión,Venta,chalet,295630.0,93.7,1,1,obra nueva,2021,cuarto,0,1,0,1,0,4.42,2024-10-15
4495,sevilla,santa cruz,Alquiler,ático,282977.0,88.8,3,,buen estado,1972,octavo,,1,0,1,0,4.95,2024-10-15
4496,sevilla,los remedios,Venta,piso,276603.0,77.8,3,1,obra nueva,2020,primero,0,,0,0,0,5.47,2025-01-29
4497,sevilla,triana,Alquiler,dúplex,135386.0,64.6,3,3,buen estado,1981,octavo,0,0,1,1,0,4.3,2025-03-07
4498,sevilla,nervión,Venta,chalet,,87.9,1,1,buen estado,1972,quinto,1,0,1,0,0,5.79,2025-01-18
4499,sevilla,los remedios,Alquiler,piso,281045.0,78.0,2,2,buen estado,1986,ático,0,,0,1,1,7.8,2024-11-07
4500,sevilla,los remedios,Venta,piso,329205.0,75.3,1,1,reformado,2020,quinto,1,1,0,0,,3.96,2024-10-20
4501,sevilla,triana,Alquiler,piso,214508.0,55.2,1,1,buen estado,1987,ático,0,0,0,1,0,4.11,2024-11-24
4502,sevilla,santa cruz,Alquiler,piso,183349.0,55.0,4,2,reformado,1989,quinto,1,0,0,1,1,5.94,2025-03-21
4503,sevilla,macarena,Alquiler,estudio,330357.0,116.3,1,1,buen estado,2003,segundo,1,1,0,0,0,5.04,2025-03-08
4504,sevilla,nervión,Venta,piso,188568.0,88.5,2,1,reformado,1981,quinto,0,0,0,1,0,4.59,2025-03-20
4505,sevilla,triana,Venta,piso,,77.7,4,1,obra nueva,2018,séptimo,1,1,0,0,0,6.32,2024-12-18
4506,sevilla,nervión,Venta,chalet,323235.0,85.8,2,2,buen estado,1993,ático,1,0,0,0,0,6.92,2025-03-11
4507,sevilla,los remedios,Venta,piso,269390.0,80.9,4,1,buen estado,1984,tercero,0,0,1,1,1,5.81,2025-01-21
4508,sevilla,santa cruz,Venta,piso,230453.0,64.0,3,2,buen estado,1992,sexto,1,1,,0,1,6.81,2024-11-21
4509,sevilla,triana,Venta,chalet,207165.0,67.1,3,1,buen estado,1995,bajo,1,0,1,0,0,6.62,
4510,sevilla,los remedios,Alquiler,ático,242041.0,78.5,3,2,buen estado,1985,sexto,0,0,1,0,0,7.99,2024-11-13
4511,sevilla,los remedios,Alquiler,piso,224910.0,86.4,6,2,buen estado,1967,séptimo,1,0,0,0,0,4.94,2025-03-20
4512,sevilla,los remedios,Alquiler,estudio,425831.0,103.6,1,1,buen estado,1976,primero,1,1,0,0,0,5.03,2025-03-22
4513,sevilla,los remedios,Venta,ático,346677.0,81.4,6,1,a reformar,1975,quinto,1,1,0,1,,2.83,2025-01-21
4514,sevilla,macarena,Venta,estudio,170668.0,71.8,1,1,buen estado,1981,séptimo,0,0,1,0,0,5.79,2024-12-01
4515,sevilla,los remedios,Venta,piso,256608.0,85.4,5,1,buen estado,2020,cuarto,0,0,0,1,0,7.52,2025-01-01
4516,sevilla,triana,Venta,estudio,255483.0,102.7,1,1,reformado,1971,octavo,0,0,0,0,0,4.16,2025-03-27
4517,sevilla,macarena,Venta,ático,271361.0,62.1,3,2,buen estado,1971,cuarto,0,1,0,0,1,6.75,2025-02-15
4518,sevilla,nervión,Alquiler,piso,241324.0,74.9,1,1,reformado,1985,ático,0,1,,1,0,4.83,2025-01-07
4519,sevilla,santa cruz,Alquiler,estudio,167247.0,62.1,1,1,reformado,1994,séptimo,1,1,0,0,0,6.88,2024-12-03
4520,sevilla,macarena,Alquiler,dúplex,180000.0,62.9,2,1,buen estado,2002,tercero,1,0,0,0,0,6.07,2024-11-17
4521,sevilla,triana,Alquiler,dúplex,314278.0,101.5,3,1,buen estado,2015,octavo,,0,1,0,0,4.78,2025-02-06
4522,sevilla,triana,Alquiler,ático,209619.0,62.8,2,1,buen estado,1975,segundo,1,0,0,1,0,5.08,2025-03-24
4523,sevilla,macarena,Alquiler,estudio,239311.0,79.8,1,1,buen estado,2020,ático,0,0,0,0,,4.9,2024-12-12
4524,sevilla,los remedios,Venta,chalet,249128.0,80.6,1,1,buen estado,1989,noveno,0,1,0,0,0,6.48,2025-04-03
4525,sevilla,los remedios,Alquiler,piso,305381.0,92.0,6,1,buen estado,1992,cuarto,0,1,0,0,1,4.66,2024-12-29
4526,sevilla,triana,Venta,estudio,202994.0,68.8,1,1,buen estado,1983,octavo,1,1,0,1,0,4.72,2024-12-16
4527,sevilla,macarena,Venta,estudio,222250.0,66.7,1,1,buen estado,1979,séptimo,1,1,0,1,0,6.85,2024-11-28
4528,sevilla,los remedios,Venta,chalet,191331.0,54.7,2,1,buen estado,2007,tercero,1,0,0,0,0,7.73,2025-03-03
4529,sevilla,triana,Venta,piso,189893.0,62.8,6,1,reformado,1983,séptimo,1,1,1,1,0,3.21,2024-11-14
4530,sevilla,santa cruz,Venta,estudio,296377.0,108.2,1,1,reformado,1979,ático,1,,0,,0,4.96,2025-03-18
4531,sevilla,triana,Venta,ático,341167.0,96.3,2,1,buen estado,2006,segundo,1,1,0,,0,,
4532,sevilla,santa cruz,Alquiler,piso,354181.0,107.3,3,1,buen estado,1990,segundo,1,,0,1,1,,2025-04-03
4533,sevilla,triana,Venta,piso,110229.0,45.3,5,4,buen estado,1982,octavo,0,0,1,1,0,5.0,2024-11-02
4534,sevilla,los remedios,Venta,piso,227762.0,78.2,2,1,buen estado,1994,séptimo,1,1,0,1,0,2.69,2025-03-10
4535,sevilla,los remedios,Alquiler,estudio,295466.0,89.6,1,1,buen estado,2001,tercero,0,1,1,0,0,4.05,2025-02-11
4536,sevilla,santa cruz,Alquiler,dúplex,222032.0,64.7,2,2,buen estado,1969,primero,1,,0,0,1,,2024-11-06
4537,sevilla,nervión,Venta,piso,267538.0,92.2,2,1,buen estado,1986,segundo,1,0,0,0,0,5.57,2025-01-19
4538,sevilla,los remedios,Venta,piso,260654.0,75.6,2,1,buen estado,2007,octavo,0,0,0,0,0,6.01,
4539,sevilla,macarena,Alquiler,dúplex,219658.0,67.2,3,,buen estado,1984,bajo,0,1,0,0,1,5.24,2025-02-20
4540,sevilla,los remedios,Venta,piso,152129.0,60.4,2,1,buen estado,1991,ático,0,1,1,1,1,8.42,2025-01-06
4541,sevilla,los remedios,Venta,chalet,217983.0,77.0,,1,buen estado,1983,sexto,1,0,1,1,0,4.56,2024-10-19
4542,sevilla,santa cruz,Alquiler,estudio,270748.0,93.1,1,1,buen estado,1998,quinto,0,1,0,1,0,6.48,2024-11-02
4543,sevilla,triana,Venta,ático,,96.1,4,1,buen estado,1980,quinto,1,1,0,0,0,4.58,2024-12-28
